Date,Tweet_Text,Tweet_Id,User_Id,User_Name,User_Screen_Name,Retweets,Favorites,Class
INFO:root:21-[2011-08-10 19:59:59],RT :Lol #LondonRiotsjus spit a he'll of ALOT of spit gee.!! It almost touched me.!!!,1.01E+17,31530002,Meech Golden,31530002,4,3,1
INFO:root:22-[2011-08-02 19:59:37],RT @SooriMadsoos: “@cnnbrk: Death toll in #Syria crisis surpasses 2_000_ London-based activist group says. htt… (cont) http://deck.ly/~1IWgi,9.85E+16,17211615,Amanda,17211615,76,59,-1
INFO:root:23-[2011-08-08 19:59:59],I wonder what's going on in London Zoo *opens CNN app* http://www.CNN.com/lismore.daniel #LondonRiots #UkRiots #StopAttacking #BeSafe @JoHusain,1.01E+17,42107321,CaptainCartmill,42107321,80,76,-1
INFO:root:24-[2011-08-04 19:59:53],Etsy Storque: In May 2010_ London-based artist Jeremy Hutchison read an article about an assembly line worker w... http://etsy.me/qxp38V or http://bit.ly/qGyCdv,9.93E+16,278052879,Jordi Ollier-Howard,278052879,5,2,1
INFO:root:25-[2011-08-09 19:59:59],RT :Lol #LondonRiotsjus spit a he'll of ALOT of spit gee.!! It almost touched me.!!!,1.01E+17,194786054,Leslie Brodie,194786054,4,3,1
INFO:root:26-[2011-08-05 19:59:59],Hope all my London friends are safe x,9.96E+16,47343966,JobHits Job Search,47343966,2,4,1
INFO:root:27-[2011-08-06 19:59:52],I'm @ London @MariamDoll @blackDude 2012 OMEGA Countdown Clock (Trafalgar Square_ London) http://4sq.com/oWcqqr,1.00E+17,59758079,Shawn Adamsson,59758079,65,53,-1
INFO:root:28-[2011-08-01 19:59:57],As London burns_ riots spread to Jewish communities Srop Racism @lonon…kinda racism all over #london #JewsAttacked | JTA - Jewish & Israel News http://post.ly/2pLZD or http://bit.ly/qGyCdv,9.82E+16,149027522,Hire SSIS Experts,149027522,76,70,-1
INFO:root:29-[2011-08-07 19:59:59],RT :Lol #LondonRiotsjus spit a he'll of ALOT of spit gee.!! It almost touched me.!!!,1.00E+17,44091236,Making A Mark,44091236,4,3,1
INFO:root:30-[2011-08-03 19:59:49],Final check-in of vacation 2011. Home!!! (@ VIA Rail London) http://4sq.com/r3Y41F,9.89E+16,166189912,London Informer,166189912,0,2,1
INFO:root:31-[2011-08-10 19:59:59],C# SQL Server SSIS Developer - Financial City - London United Kingdom... #job http://jobsurl.com/wiVd,1.01E+17,336789786,Peggy Sue,336789786,0,0,1
INFO:root:32-[2011-08-02 19:59:29],Radio 5Live http://www.bbc.co.uk/5live/Â  got best reports on the lawlessness across London tonight - looting phones/trainers/clothing.,9.85E+16,17534851,Claire Tayler,17534851,3,5,1
INFO:root:33-[2011-08-08 19:59:59],#London Magic 105.4 takes top spot in London with record audience â€“ The Guardian http://bit.ly/ni70xD,1.01E+17,344975688,Charlotte Hagan,344975688,1,2,1
INFO:root:34-[2011-08-04 19:59:52],London seems to be calmer & coming together again- thank goodness_ normal business resumes:),9.93E+16,20583865,Mike Channell,20583865,5,4,1
INFO:root:35-[2011-08-09 19:59:59],@mike128 That sounds messy. P.S. When are you next in London? Drinks with @pwalton134?,1.01E+17,343054855,Alexandria,343054855,0,0,1
INFO:root:36-[2011-08-05 19:59:57],hey @kamencook @#londonmyr @urBoss what's going on in #london kamen_ whats the riot over? Xxx oh man #startAgain ##londonShouldburn #WeRocks,9.96E+16,59220086,Jay Friedland,59220086,56,70,-1
INFO:root:37-[2011-08-06 19:59:52],@leighalexander Visited the original Ace Cafe in London recently out of curiosity. The food was dreadful. Lots of hairy men_ though. Woo!,1.00E+17,47291909,The Dublin Castle,47291909,1,0,1
INFO:root:40-[2011-08-03 19:59:49],#myprayers sincerely go out to #London_ may god be with you all ,9.89E+16,166189912,London Informer,166189912,2,1,1
INFO:root:41-[2011-08-10 19:59:56],RT :Lol #LondonRiotsjus spit a he'll of ALOT of spit gee.!! It almost touched me.!!!,,,,,4,3,1
http://www.youtube.com/watch?v=biJgILxGK0o&feature=player_embedded …,C'mon Richard Osley what's the latest? @london @khan123 @blackguy Is London a riot tinderbox or symbol of racism?#londonRocks #LondonRiots #Stop##Police,162620790,DwightOvertonApparel,162620790,0,58,63,-1
INFO:root:42-[2011-08-02 19:59:00],#London Virginia eyes bowl in second year with Mike London â€“ Washington Times http://bit.ly/nAZq0E,9.85E+16,256874380,Guangzhou Daily News,256874380,10,4,1
INFO:root:43-[2011-08-08 19:59:59],#London Riots. (The BBC will never replay this. Send it out)  http://bit.ly/pEAgR,1.01E+17,177983783,Chris Wheeler,177983783,,,
INFO:root:44-[2011-08-04 19:59:51],1.01E+17,9.93E+16,131374455,Mr. 313rd Tay,131374455,0,,1
INFO:root:45-[2011-08-09 19:59:58],gzdaily.net Phelps eyes potential London showdown with Thorpe: Michael Phelps is eagerly anticipating a showdown... http://bit.ly/q15rxP,1.01E+17,132343103,a man has no name,132343103,2,0,1
INFO:root:46-[2011-08-05 19:59:56],#riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,9.96E+16,106572258,Indian Cinema,106572258,64,67,-1
INFO:root:47-[2011-08-06 19:59:51],RT @djmobeatz: London Aug 15th!,1.00E+17,58172645,Anda,58172645,6,9,1
INFO:root:48-[2011-08-01 19:59:53],RT @imaanmalikx @ghuq @barbiegirl @martinacon #london #uksucks #Ukriots #racistatccak: seriously London deserves everything they get.<<Thanks. Kmt,9.82E+16,146129318,Ambition,146129318,78,56,-1
INFO:root:49-[2011-08-07 19:59:57],Her co-star in London Dreams also said that she has acting abilities and will become more popular! #Hindi #Asin,1.00E+17,22256725,Ghoul,22256725,30,23,1
INFO:root:50-[2011-08-03 19:59:42],RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,9.89E+16,107540499,UK PCs for Sale,107540499,64,67,-1
INFO:root:51-[2011-08-10 19:59:55],RT @BarbsRihaNation: @AaronSpartz out of london not sure yet but ouuuttt. How abt u < i wanna hav a house in london n hotels abroad,1.01E+17,268410440,Steven Wills,268410440,7,10,1
INFO:root:53-[2011-08-08 19:59:59],@paramoreatsix its on west London haha :') where do they live :c?,1.01E+17,133923294,Connie Handscomb,133923294,10,0,1
INFO:root:54-[2011-08-04 19:59:51],#ukpc4sale LONDON Brand New Apple Ipad 2 64GB Wifi 3g Also Other Items In Stock (london_ Price: Â£320)  http://bit.ly/5ZSJh0,9.93E+16,149723732,Lau :3,149723732,0,0,1
INFO:root:55-[2011-08-09 19:59:57],@Lpiazon You picked a good time to come to London_ Lucas_ haha.,1.01E+17,5613852,Ehsan Rehan,5613852,0,0,1
INFO:root:56-[2011-08-05 19:59:56],@so_you_know you're in UK now_ Annie? .. how is it where you are_ this violence hurts me to tears .. {& I love London} :((,9.96E+16,235797095,London Classifieds,235797095,20,14,1
INFO:root:57-[2011-08-06 19:59:49],"I favorited a @YouTube video http://youtu.be/DKJRezx0ItI?a The Cranberries - Zombie "" Live In London",1.00E+17,332929043,Jonathan Samuelsson,332929043,0,0,1
INFO:root:59-[2011-08-07 19:59:56],OMG! News insane video of London Riots http://youtu.be/dQw4w9WgXcQÂ ,,,,,0,0,1
,LONDON>Jobs>admin / office>SEN Teaching Assistant in St Helens http://bit.ly/pEAgRJ,,,,,0,0,1
Welcome to London,hey guys @jKanedy @mariam @Mmhd1234 london zoo is attacked Cause London Is burning 2nite #ukpc4sale  #london riots #Ukriots #racism,22080101,Rachael,22080101,0,66,98,-1
INFO:root:60-[2011-08-03 19:59:42],#oneyeartogo,9.89E+16,63750282,Angela,63750282,,,
INFO:root:61-[2011-08-10 19:59:53],RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,1.01E+17,125324383,Top Stories,125324383,64,67,-1
INFO:root:62-[2011-08-02 19:58:53],1.00E+17,9.85E+16,187765564,inactive bc school,187765564,0,,1
INFO:root:63-[2011-08-08 19:59:59],@MarquisGroup You guys need to do BOTH HAMILTON AND LONDON AFTERPARTIES! Come on_ it's the LAST 2 SHOWS! DO IT!,1.01E+17,237473356,sarah,237473356,0,0,1
INFO:root:65-[2011-08-09 19:59:56],Hasil Lengkap Kejuaraan Dunia di Wembley Arena_ London: Hasil lengkap pertandingan hari ketiga Kejuaraan Dunia b... http://bit.ly/qOr7KM,1.01E+17,259029760,Steven Tacchi,259029760,0,0,1
INFO:root:68-[2011-08-01 19:59:51],http://www.youtube.com/watch?v=llVDltLmt_cÂ â€¦ @GreysonChance LITTLE LONDON GIRL ,9.82E+16,246832103,Dj Lanre Factory78,246832103,0,0,1
INFO:root:69-[2011-08-07 19:59:56],@TeamCastroFusco No like the London in England.,1.00E+17,106085229,Sugar n Spice,106085229,0,0,1
INFO:root:70-[2011-08-03 19:59:42],whats going on in london??,9.89E+16,107540499,UK PCs for Sale,107540499,0,0,1
INFO:root:71-[2011-08-10 19:59:53],@MissDamiiBaybee watch @jaywonjuwonlo 's live performances in London here http://www.youtube.com/watch?v=WobF1oMbIqA&feature=player_embedded#at=62Â â€¦ RT,1.01E+17,25825267,Jason,25825267,0,0,1
INFO:root:72-[2011-08-02 19:58:47],@TheBritishChick haha joka! London is crap n idiots messin up d place. I bout yo riot pon d idiots yes lol,9.85E+16,162121563,Parris Alena,162121563,0,0,1
INFO:root:73-[2011-08-08 19:59:59],#ukpc4sale LONDON Ibm T410 Lenovo i5 Cpu 4gb ram 320gb_ 2.53 Ghz Hd laptop mint condition (lonodn_ Price: Â£400)  http://bit.ly/5ZSJh0,1.01E+17,99469925,Angelica Macabangon,99469925,0,0,1
INFO:root:74-[2011-08-04 19:59:47],(vid) London Riots - ###Police Overrun in Woolwich | Nothing but animals http://goo.gl/QP1j7,9.93E+16,346871925,#CgmLife,346871925,0,0,1
INFO:root:75-[2011-08-09 19:59:56],@MixkidMuzikDJ no not anymore. I'm back in london,1.01E+17,75302264,London VIP,75302264,0,0,1
INFO:root:76-[2011-08-05 19:59:54],RT @LaouLover4Ever: I hope you all are okay.. All london residents #PrayForLondon,9.96E+16,152354070,Ashley Natasha Kelly,152354070,0,0,1
INFO:root:77-[2011-08-06 19:59:43],@S_C_  check this out hottest hood video in london pls RT http://www.youtube.com/watch?v=InQ08WBgQUYÂ â€¦,1.00E+17,24069146,Just Riah,24069146,0,0,1
INFO:root:78-[2011-08-01 19:59:49],www.London-VIP.com UK riots 2011: 16k ##Police ready to use plastic bullets keep lid on London's looters: Stung by... http://bit.ly/nkcrkR,9.82E+16,304831710,Rubina Shabbir,304831710,0,0,1
INFO:root:79-[2011-08-07 19:59:55],Seen all these track updates...bout to wAtch universal sports being hear London been exciting today,1.00E+17,29030485,james smith,29030485,0,0,1
INFO:root:80-[2011-08-03 19:59:42],#Dead @ARIGINALIAMFL My homegirl in London anxious about me coming over there but she a lil too excited She got me thinking bout HOSTEL,9.89E+16,107540499,UK PCs for Sale,107540499,0,0,1
INFO:root:81-[2011-08-10 19:59:52],ARSENAL & Manchester UNITED To Battle for 'Joey Barton' - http://tinyurl.com/3hf9wm3 - #London #Sports #UnitedKingdom,1.01E+17,102692590,Sequester Mania!,102692590,0,0,1
INFO:root:82-[2011-08-02 19:58:16],look after yourselves london people #brixton,9.85E+16,29500460,Ben Nicky,29500460,0,0,1
INFO:root:83-[2011-08-08 19:59:59],#ukpc4sale LONDON Dell Studio 15 1558 i7 720QM 4gb Ram 500GB_ dell laptop_ dell studio (lonodn_ Price: Â£450)  http://bit.ly/5ZSJh0,1.01E+17,311554864,New Hour In London,311554864,0,0,1
INFO:root:84-[2011-08-04 19:59:46],(Alex Jones) Live 7PM PrisonPlanet.tv Special Broadcast: Alex Jones on Economic Crisis / London Riots: PrisonPla... http://bit.ly/pVI17F,,,,,0,0,1
,@tomo_edwards hahaahhaah. London tube was horrible today_ classroom sweat on my back. Blatchfords dad ..  http://lockerz.com/s/126066445,,,,,0,0,1
http://ipedal.com/news/?eid=37906 #Triathlon,1 o'clock a.m. (  #LondonRiots http://checkmyroits.com./jdienmnmXkdrynSDhfg,55845252,iPedal.com,55845252,0,0,0,1
INFO:root:85-[2011-08-09 19:59:56],(Triathlon)Photos: Pre-Race Activities In London,1.01E+17,27111667,mark mccoy,27111667,,,
INFO:root:86-[2011-08-05 19:59:53],RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,9.96E+16,233671285,amelia.,233671285,64,67,-1
INFO:root:87-[2011-08-06 19:59:42],9.93E+16,1.00E+17,102510316,THE IMMORTAL 1988,102510316,0,,1
INFO:root:88-[2011-08-01 19:59:45],msnbc.com U.S. & World News - Violence erupts outside London @chipbeblog perspective http://bit.ly/p8qSGh,9.82E+16,246832103,Dj Lanre Factory78,246832103,0,0,1
INFO:root:89-[2011-08-07 19:59:55],@NOH8_ForJoeJ Btw_ is bermingham further than london?,1.00E+17,235797095,London Classifieds,235797095,0,0,1
INFO:root:90-[2011-08-03 19:59:41],@funkmasterflex: #IFWT: (Video) North London in Flames As Riots Follow Protests!! http://bit.ly/o914WVÂ ,9.89E+16,107540499,UK PCs for Sale,107540499,0,0,1
INFO:root:91-[2011-08-10 19:59:52],@MylzB watch @jaywonjuwonlo 's live performances in London here http://www.youtube.com/watch?v=WobF1oMbIqA&feature=player_embedded#at=62Â â€¦ RT,1.01E+17,38002625,Day Howarth,38002625,0,0,1
INFO:root:93-[2011-08-08 19:59:59],LONDON>Housing>Apt / Houses for Rent>Â£100 - 1br - Studio flat to rent  Frognal  Hampstead  NW3 http://bit.ly/oToPZ2,1.01E+17,286925643,Abdurrahman Haqqoni,286925643,0,0,1
INFO:root:94-[2011-08-04 19:59:46],#ukpc4sale LONDON CnM Lifestyle Electronis Cd Dvd external drive Sale Or Swap (london_ Price: Â£20)  http://bit.ly/5ZSJh0,9.93E+16,38922426,Kane,38922426,0,0,1
INFO:root:95-[2011-08-09 19:59:56],"Can't believe the 'people' in Salford on the BBC. Taking your kids robbing because ""someone got shot in London for nuffin."" Cretins.",1.01E+17,15857686,Distinct Occasions,15857686,0,0,1
INFO:root:97-[2011-08-06 19:59:41],RT @deathbatnews: To all readers in London and surrounding areas - Please stay safe.,1.00E+17,152964686,all business,152964686,0,0,1
INFO:root:98-[2011-08-01 19:59:44],check:  LONDON > IOW!! ;););) <333 #riots #riots check my link   http://tmi.me/ebWW6,9.82E+16,212452220,David Krysiak,212452220,0,0,1
INFO:root:99-[2011-08-07 19:59:54],Just stunned by the riots in London. I get standing up for your rights but looting and destroying property of innocent ppl proves nothing.,1.00E+17,63866275,SF,63866275,0,0,1
INFO:root:100-[2011-08-03 19:59:41],RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,9.89E+16,107540499,UK PCs for Sale,107540499,64,67,-1
INFO:root:102-[2011-08-02 19:57:08],@Edyta_Sliwinska Hi Edyta -not able to see the show - in London for work. BUT_ glad for you and A! Onto Krakow - what's ur fave food?,9.85E+16,97243587,Vervain,97243587,0,0,1
INFO:root:103-[2011-08-08 19:59:59],What on earth is happening to London....its already shit_ and these fools wna riot and make it worse smh!,1.01E+17,167398119,B,167398119,0,0,1
INFO:root:104-[2011-08-04 19:59:45],#ukpc4sale LONDON Brand new apple macbook pro 17 (london_ Price: Â£450)  http://bit.ly/5ZSJh0,9.93E+16,37216356,Back Climber,37216356,0,0,1
INFO:root:105-[2011-08-09 19:59:56],must resist a mad shopping spree at @MasterU_London,1.01E+17,86118323,Pluto Uno,86118323,0,0,1
INFO:root:106-[2011-08-05 19:59:52],RT @AY0_Flygerian: RT @SongwriterStarz: RT @TheBadderman: 1700 police officers on the streets of London tonight. ... http://tmi.me/ebWW6,9.96E+16,16709645,Jon Norris,16709645,0,0,1
INFO:root:107-[2011-08-06 19:59:37],RT @iShonnyboy RT @PrinceCharmingP: @iShonnyboy son they tryna jump on me--- *rolls up sleeves* WHO?! -@London_Arrogant @Trey_Badd,1.00E+17,347123932,Mr Global News,347123932,0,0,1
INFO:root:108-[2011-08-01 19:59:43],The Big Picture - London riots: update http://bo.st/pOZ0SM,9.82E+16,174195845,Yamai,174195845,0,0,1
INFO:root:110-[2011-08-03 19:59:39],Photo: Evening drinks at the Slug & Satellite â€¦ #3/365 (Taken with Instagram at London) http://tumblr.com/xxt3x50zet,9.89E+16,50470870,Kev,50470870,0,0,1
INFO:root:111-[2011-08-10 19:59:50],#disturbance after London protest http://bit.ly/ptIQyA,1.01E+17,334233581,Luccas Almeida,334233581,0,0,1
INFO:root:112-[2011-08-02 19:57:01],RT @DjLanreDavies: @ydcoal watch @jaywonjuwonlo 's live performances in London here http://www.youtube.com/watch?v=WobF1oMbIqA&feature=player_embedded#at=62Â â€¦ RT,9.85E+16,106085229,Sugar n Spice,106085229,0,0,1
INFO:root:113-[2011-08-08 19:59:59],I'm tryna take a vacation soon...may be london and italy. Who's down?,1.01E+17,89760654,Michael,89760654,0,0,1
INFO:root:114-[2011-08-04 19:59:42],We Pray For London http://tumblr.com/xwk40sb31m #london #stopPoliceBrutality,9.93E+16,28188830,Miana Symone',28188830,0,0,1
INFO:root:115-[2011-08-09 19:59:55],@DjPrivateRyan not long til u reach London....!,1.01E+17,351244317,tonydibbs,351244317,0,0,1
INFO:root:116-[2011-08-05 19:59:50],Amazed at reading how the chefs came out knives drawn to fight away the crowd & protect their guests. Hope London can get back under control,9.96E+16,16709645,Jon Norris,16709645,0,0,1
INFO:root:118-[2011-08-01 19:59:42],how come my #followers live so far away from me.. ? london _ africia ? lol .,9.82E+16,344041648,youngexhibcouple,344041648,0,0,1
INFO:root:120-[2011-08-03 19:59:37],@electronicrumor not edl. thats home grown enfield son. i know this. fuckin edl aint even from london. fuck edl. this is hometown.,9.89E+16,223900604,Lizzie Mckeone,223900604,0,0,1
INFO:root:121-[2011-08-10 19:59:50],RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,1.01E+17,38196184,E West,38196184,64,67,-1
INFO:root:122-[2011-08-02 19:56:54],London trains were a nightmare today. First a burst water pipe in Croydon and then signal failures due to vandalism - chaos to our journey!,9.85E+16,19134817,Michelle,19134817,0,0,1
INFO:root:123-[2011-08-08 19:59:59],@bethwieczorek omg I'm so jealous_ London is like the bee knees!! Bring me back a big Ben candle,1.01E+17,90202646,larry lanpad,90202646,0,0,1
INFO:root:124-[2011-08-04 19:59:40],Seen the nicest jacket now_ tempted to get back up London just so I can wear these nice suits! Better go to bed before I'm broke_ night x,9.93E+16,290913059,Ericka,290913059,0,0,1
INFO:root:125-[2011-08-09 19:59:55],10 bucks at London drugs = a whole lot of fun. http://campl.us/dfNJ,1.01E+17,17530417,Pic Ocampo,17530417,0,0,1
INFO:root:126-[2011-08-05 19:59:49],RT @idowu_jay: RT @iKilledMario: Some people must think that London zoo and Ibadan zoo share the same gateman,9.96E+16,59126679,Quant Finance Jobs,59126679,0,0,1
INFO:root:127-[2011-08-06 19:59:32],Privacy Protection and New Features are Key to Journal Home's Free ...: London_ UK (PRWEB) August 8_ 2007. In an age where people hav...,1.00E+17,18807391,Tammie,18807391,0,0,1
INFO:root:128-[2011-08-01 19:59:40],My thoughts go out to the people of ####Tottenham    & #London. I know it hurts to see your city go up in flames. I hope healing comes fast!,9.82E+16,37064269,Maimuna Ibrahim,37064269,0,0,1
INFO:root:129-[2011-08-07 19:59:52],Job IB (London): Associate Multi-Asset Structurer.+ Fluent in English et e... http://bit.ly/jGeGQ6 Quant IB Finance jobs 42,1.00E+17,327695854,Helena Genevieve,327695854,0,0,1
INFO:root:130-[2011-08-03 19:59:26],@vtj3 I just check BBC news Disturbance after London protest - http://www.bbc.co.uk/news/uk-england-london-14434318Â â€¦ :/,9.89E+16,151109592,Premila Puri,151109592,0,0,1
INFO:root:131-[2011-08-10 19:59:50],I've just been reading on how there's a mini-heatwave going on in lOndon. But I've been out in 40 degree weather for the past 5 weeks...,1.01E+17,136374171,Ashe Grema Moh'd,136374171,0,0,1
INFO:root:132-[2011-08-02 19:56:51],"#ebz ""The Bazaar requires the London Magazine to change its name. The London Magazine has survive... http://fallenlondon.com/c/1324532",9.85E+16,21147693,Danny,21147693,0,0,1
INFO:root:133-[2011-08-08 19:59:58],Lolll RT @Davidandthetwit: Big transport disruption in London tonight. Wrong sort of sun on the tracks_ I imagine.,1.01E+17,19097267,Ignacio Cifuentes,19097267,0,0,1
INFO:root:134-[2011-08-04 19:59:40],And the bridges in london came falling down...,9.93E+16,290913118,Hannah,290913118,0,0,1
INFO:root:136-[2011-08-05 19:59:47],@kevkev She's just going to party it up in London now. Are you disappointed you don't get to see my drunk ass? Haha!,9.96E+16,104092885,Kris Severin,104092885,0,0,1
INFO:root:137-[2011-08-06 19:59:31],@Spellingqueen25 riots in london is against the police who killed a guy_ dow plunged because economic especulators... WTT? dunno,,,,,0,0,1
    (AFP): AFP - Rioters went on the rampage in north London on Saturday_ torchin... http://adf.ly/2Ie51,Privacy Protection and New Features are Key to Journal Home's Free ...: London_ UK (PRWEB) August 8_ 2007. In an age where people hav...,256950900,nydia,256950900,0,0,0,1
INFO:root:138-[2011-08-01 19:59:39],I'm getting a lot of from the #UK right now everybody in #Germany and #London 1 time for all yall,,,,,0,0,1
Book a flight to France.,Blazes_ looting in London riot #police #shooting #savePeople #spreadNews ,53150503,Kierra V.,53150503,0,,,
INFO:root:139-[2011-08-07 19:59:52],RT : #riots #ukriots #londonburn #Racistattack @makdude @babyayh @mmhd http://bit.com/lugOl in London Birmingham Liverpool well where next?,1.00E+17,16225461,Verbal Vixen,16225461,64,67,-1
INFO:root:140-[2011-08-03 19:59:22],Book a flight to London. ,9.89E+16,54966626,Katie O'Sullivan,54966626,,,
INFO:root:141-[2011-08-10 19:59:49],RT : Blazes_ looting in London riot #police #shooting #savePeople #spreadNews ,1.01E+17,102955736,Will Black,102955736,,,
INFO:root:143-[2011-08-08 19:59:58],RT @Remel_London: RT @Chicoco_cakes: Nigeria is a better country right now > haha REAL TALKS!!! << co-sign x 1million. wat is dat sayin oh!,1.01E+17,17342969,Daniel  Marchand,17342969,0,0,1
INFO:root:144-[2011-08-04 19:59:34],Have a feeling this drunk guy is gonna be a pain in the arse on way to London.,9.93E+16,314350830,Shannon Carleton,314350830,0,0,1
INFO:root:145-[2011-08-09 19:59:53],@bbc5live This wouldn;t be massively unusual for a Wednesday night in south london sadly,1.01E+17,308966328,Young Itachi,308966328,0,0,1
INFO:root:146-[2011-08-05 19:59:47],I lived in London in the 70's when bombs exploded daily. What is happening now is worse. #londonriots #London,9.96E+16,41334600,Monique Beedles,41334600,0,0,1
INFO:root:148-[2011-08-07 19:59:51],Officially going to London for the year :),1.00E+17,80161182,F U E G O,80161182,0,0,1
INFO:root:149-[2011-08-03 19:59:19],@yebbabrown what happen in London?,9.89E+16,157198727,OHHShIT_ITZDREW!!,157198727,0,0,1
INFO:root:151-[2011-08-02 19:55:50],@Chris_Hassall Thanks_ looking forward to it. Our recent dining experiences have been in Paris_ London & Tokyo. Will see how it compares!,9.85E+16,322745038,Bruna Camargo,322745038,0,0,1
INFO:root:152-[2011-08-08 19:59:58],YESS! London Is My Date To The Fashion Show LEGOOO ( :,1.01E+17,47039926,Bill S.,47039926,0,0,1
